,HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.surveycode,Approve,Reject,SurveyCode,Status,ID
70,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,3TS1AR6UQQE5IMTCQMZOR6WUR3F7F4,ARVXIBUCA8WDZ,Submitted,Thu Nov 19 17:46:31 PST 2020,Thu Nov 19 18:03:46 PST 2020,Sun Nov 22 18:03:46 PST 2020,,,,1035,0% (0/0),0% (0/0),0% (0/0),poJouq,x,,poJouq,Completed,103.0
71,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,3TXWC2NHNZQI0AMRB3X7C16FBJX9S1,A3UD7T1L80TCR3,Submitted,Thu Nov 19 16:46:20 PST 2020,Thu Nov 19 16:58:04 PST 2020,Sun Nov 22 16:58:04 PST 2020,,,,704,0% (0/0),0% (0/0),0% (0/0),Eu0NtE,x,,Eu0NtE,Completed,31.0
72,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,3UN61F00HWPNY8K2TOKLABWH3LVR54,AKSJ3C5O3V9RB,Submitted,Thu Nov 19 17:46:42 PST 2020,Thu Nov 19 18:46:22 PST 2020,Sun Nov 22 18:46:22 PST 2020,,,,3580,0% (0/0),0% (0/0),0% (0/0),"AKSJ3C5O3V9RB (worker ID submitted due to technical difficulties, will message code, please do not reject, thank you very much.)",,"
        Could not verify completion code. If you believe this is a mistake, please contact the requester.
        ",bdjPGV,Completed,109.0
73,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,3UOUJI6MTDEOGJWT3OYL75AL3JGUXS,A250FES5PFCGK9,Submitted,Thu Nov 19 18:22:48 PST 2020,Thu Nov 19 18:31:43 PST 2020,Sun Nov 22 18:31:43 PST 2020,,,,535,0% (0/0),0% (0/0),0% (0/0),LjlB3u,x,,LjlB3u,Completed,116.0
74,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,3UWN2HHPUY53PCQLCDGCU21ZG8JSNO,A2B0FLA55RH047,Submitted,Thu Nov 19 18:50:30 PST 2020,Thu Nov 19 19:26:41 PST 2020,Sun Nov 22 19:26:41 PST 2020,,,,2171,0% (0/0),0% (0/0),0% (0/0),hhtxZw,x,,hhtxZw,Completed,126.0
75,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,3VAR3R6G1P13ODBOZUAKS013UOCO8U,A1VYZ3VE9SQGSU,Submitted,Thu Nov 19 16:46:19 PST 2020,Thu Nov 19 17:29:07 PST 2020,Sun Nov 22 17:29:07 PST 2020,,,,2568,0% (0/0),0% (0/0),0% (0/0),c9178L,x,,c9178L,Completed,70.0
76,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,3VD82FOHKQO50G11G6QPUMXMKFXCOO,A1T3ROSW2LC4FG,Submitted,Thu Nov 19 16:46:21 PST 2020,Thu Nov 19 17:06:02 PST 2020,Sun Nov 22 17:06:02 PST 2020,,,,1181,0% (0/0),0% (0/0),0% (0/0),aZjxJ8,x,,aZjxJ8,Completed,49.0
77,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,3VFJCI1K4ZZLE59MAK3CE8N6TU9GRB,A1LLS4RSDRN8JS,Submitted,Thu Nov 19 16:46:23 PST 2020,Thu Nov 19 17:23:43 PST 2020,Sun Nov 22 17:23:43 PST 2020,,,,2240,0% (0/0),0% (0/0),0% (0/0),TEimBj.,,"
        Could not verify completion code. If you believe this is a mistake, please contact the requester.
        ",TEimBj,Completed,47.0
78,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,3VNXK88KKCIYS23V5Y2CNOQMANR9V6,A39MKVROUZ1UWR,Submitted,Thu Nov 19 16:46:23 PST 2020,Thu Nov 19 16:54:39 PST 2020,Sun Nov 22 16:54:39 PST 2020,,,,496,0% (0/0),0% (0/0),0% (0/0),blEMde,x,,blEMde,Completed,16.0
79,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,3WS1NTTKEYCR0BTS5NEFCRM7JPF0F3,AGWWUXDX6CI38,Submitted,Thu Nov 19 17:47:13 PST 2020,Thu Nov 19 17:59:05 PST 2020,Sun Nov 22 17:59:05 PST 2020,,,,712,0% (0/0),0% (0/0),0% (0/0),UKTFN2,x,,UKTFN2,Completed,99.0
80,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,3X65QVEQI0NXUVY43EAX25TSPASCL7,A3N0QZ9ZKUCTCQ,Submitted,Thu Nov 19 16:46:20 PST 2020,Thu Nov 19 17:29:00 PST 2020,Sun Nov 22 17:29:00 PST 2020,,,,2560,0% (0/0),0% (0/0),0% (0/0),ZiHqnT,x,,ZiHqnT,Completed,82.0
81,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,3X73LLYYQ1EEZ3C51J4DQOUX7X2NHY,AJRY9ALX8069Y,Submitted,Thu Nov 19 19:48:06 PST 2020,Thu Nov 19 20:09:31 PST 2020,Sun Nov 22 20:09:31 PST 2020,,,,1285,0% (0/0),0% (0/0),0% (0/0),cVpKZa,x,,cVpKZa,Completed,128.0
82,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,3XC1O3LBOSMEGC0FP05NRFTWDWSLTZ,A2CHDWKAYZ3P3E,Submitted,Thu Nov 19 16:46:22 PST 2020,Thu Nov 19 17:33:27 PST 2020,Sun Nov 22 17:33:27 PST 2020,,,,2825,0% (0/0),0% (0/0),0% (0/0),Gz7vpt,x,,Gz7vpt,Completed,84.0
83,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,3Y4W8Q93LZKAVSGCHE7E9K9C186DVR,A3POD149IG0DIW,Submitted,Thu Nov 19 17:46:41 PST 2020,Thu Nov 19 18:36:01 PST 2020,Sun Nov 22 18:36:01 PST 2020,,,,2960,0% (0/0),0% (0/0),0% (0/0),yEduof.,,"
        Could not verify completion code. If you believe this is a mistake, please contact the requester.
        ",yEduof,Completed,114.0
84,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,3Y9N9SS8LYBQJJETX418QPHTAOJ3DQ,A1K8QNLYYYX21W,Submitted,Thu Nov 19 17:47:13 PST 2020,Thu Nov 19 18:31:23 PST 2020,Sun Nov 22 18:31:23 PST 2020,,,,2650,0% (0/0),0% (0/0),0% (0/0),OUSQZZ,x,,OUSQZZ,Completed,96.0
85,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,3YDGXNSEOZUZKK16GAVBE2VYDXC480,A2HP4O2MWP6OH4,Submitted,Thu Nov 19 16:46:18 PST 2020,Thu Nov 19 17:18:02 PST 2020,Sun Nov 22 17:18:02 PST 2020,,,,1904,0% (0/0),0% (0/0),0% (0/0),BH9t7p,x,,BH9t7p,Completed,33.0
86,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,3YGXWBAF70H1WNRJXMBGGORH3OX4C6,A2O2Y99RA9GFUJ,Submitted,Thu Nov 19 16:46:20 PST 2020,Thu Nov 19 17:05:17 PST 2020,Sun Nov 22 17:05:17 PST 2020,,,,1137,0% (0/0),0% (0/0),0% (0/0),uvfqvZ,x,,uvfqvZ,Completed,37.0
87,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,3YZ8UPK3VTM0DLLYCS2YTSPB21LCU1,A2A6FH0F7LD9ND,Submitted,Thu Nov 19 16:46:23 PST 2020,Thu Nov 19 17:07:01 PST 2020,Sun Nov 22 17:07:01 PST 2020,,,,1238,0% (0/0),0% (0/0),0% (0/0),OKOV2R,x,,OKOV2R,Completed,58.0
88,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,3ZOTGHDK5IBL7XQXDSGP9R146IOSO3,A2YO837C0O1E91,Submitted,Thu Nov 19 17:47:13 PST 2020,Thu Nov 19 18:01:34 PST 2020,Sun Nov 22 18:01:34 PST 2020,,,,861,0% (0/0),0% (0/0),0% (0/0),fUiLjZ,x,,fUiLjZ,Completed,98.0
